Customer_ID,Customer_Name,Segment,City,State,Region,Gender,Age,Email,Registration_Date,Total_Sales,Total_Profit,Total_Orders,Average_Order_Value,Customer_Segment_Score
BF-11170,Ben Ferrer,Home Office,Los Angeles,California,West,F,64,ben.ferrer@email.com,2016-08-09,5907.972,1428.88,11,537.09,Gold
BM-11140,Becky Martin,Consumer,New York City,New York,East,M,58,becky.martin@email.com,2016-12-27,11789.63,2535.2,4,2947.41,Platinum
ZC-21910,Zuschuss Carroll,Consumer,Los Angeles,California,West,F,36,zuschuss.carroll@email.com,2016-02-21,8025.707,1850.01,13,617.36,Gold
KT-16480,Kean Thornton,Consumer,Buffalo,New York,East,F,33,kean.thornton@email.com,2015-06-03,4642.088400000001,1013.74,10,464.21,Silver
BG-11695,Brooke Gillingham,Corporate,Cincinnati,Ohio,East,M,18,brooke.gillingham@email.com,2016-11-29,1874.172,543.36,6,312.36,Silver
PG-18820,Patrick Gardner,Consumer,Boynton Beach,Florida,South,F,28,patrick.gardner@email.com,2015-01-06,3086.907,665.74,13,237.45,Silver
GM-14680,Greg Matthias,Consumer,Seattle,Washington,West,F,36,greg.matthias@email.com,2016-04-04,3163.628,490.64,6,527.27,Silver
PG-18820,Patrick Gardner,Consumer,New York City,New York,East,M,55,patrick.gardner@email.com,2016-07-01,3086.907,665.74,13,237.45,Silver
EJ-14155,Eva Jacobs,Consumer,Gulfport,Mississippi,South,M,38,eva.jacobs@email.com,2017-01-17,2656.691,443.77,5,531.34,Silver
NP-18700,Nora Preis,Consumer,Fresno,California,West,F,25,nora.preis@email.com,2015-02-06,7903.1825,1743.37,7,1129.03,Gold
IM-15070,Irene Maddox,Consumer,Milwaukee,Wisconsin,Central,M,57,irene.maddox@email.com,2015-06-12,4930.474,1276.69,7,704.35,Silver
MH-18115,Mick Hernandez,Home Office,Chester,Pennsylvania,East,F,48,mick.hernandez@email.com,2017-02-15,5503.093,1161.66,9,611.45,Gold
RB-19795,Ross Baird,Home Office,Charlotte,North Carolina,South,F,59,ross.baird@email.com,2015-05-17,5633.316000000001,1294.93,8,704.16,Gold
JR-15700,Jocasta Rupert,Consumer,Jacksonville,Florida,South,M,36,jocasta.rupert@email.com,2015-02-10,863.88,187.25,1,863.88,Bronze
SM-20950,Suzanne McNair,Corporate,Greenville,North Carolina,South,M,24,suzanne.mcnair@email.com,2015-10-31,4464.862,1242.21,11,405.9,Silver
CS-12355,Christine Sundaresam,Consumer,Long Beach,New York,East,F,37,christine.sundaresam@email.com,2015-12-04,3202.1620000000003,481.84000000000003,11,291.11,Silver
CC-12220,Chris Cortes,Consumer,La Porte,Indiana,Central,F,46,chris.cortes@email.com,2015-01-23,3670.258,674.44,11,333.66,Silver
PF-19225,Phillip Flathmann,Consumer,San Francisco,California,West,F,46,phillip.flathmann@email.com,2016-11-24,2206.1279999999997,530.43,5,441.23,Silver
JC-16105,Julie Creighton,Corporate,Los Angeles,California,West,M,31,julie.creighton@email.com,2017-08-23,858.576,219.11,5,171.72,Bronze
BG-11695,Brooke Gillingham,Corporate,Louisville,Colorado,West,M,64,brooke.gillingham@email.com,2016-08-21,1874.172,543.36,6,312.36,Silver
DC-12850,Dan Campbell,Consumer,Florence,Alabama,South,F,21,dan.campbell@email.com,2017-10-12,3336.168,1096.95,9,370.69,Silver
SP-20545,Sibella Parks,Corporate,Chicago,Illinois,Central,F,28,sibella.parks@email.com,2017-11-25,1306.086,362.28000000000003,6,217.68,Silver
MS-17710,Maurice Satty,Consumer,Fort Worth,Texas,Central,F,32,maurice.satty@email.com,2016-08-18,1613.402,334.98,6,268.9,Silver
BD-11770,Bryan Davis,Consumer,Houston,Texas,Central,F,26,bryan.davis@email.com,2017-12-30,658.466,174.31,6,109.74,Bronze
KC-16255,Karen Carlisle,Corporate,Macon,Georgia,South,F,71,karen.carlisle@email.com,2017-02-20,2120.954,417.8,6,353.49,Silver
TR-21325,Toby Ritter,Consumer,Cedar Rapids,Iowa,Central,F,55,toby.ritter@email.com,2017-11-11,675.9419999999999,119.75999999999999,5,135.19,Bronze
SA-20830,Sue Ann Reed,Consumer,Jacksonville,Florida,South,F,37,sue.ann.reed@email.com,2016-03-13,4767.3415,1049.48,10,476.73,Silver
KW-16435,Katrina Willman,Consumer,Austin,Texas,Central,M,52,katrina.willman@email.com,2016-07-16,4416.5199999999995,539.5,5,883.3,Silver
GM-14500,Gene McClure,Consumer,Providence,Rhode Island,East,M,18,gene.mcclure@email.com,2016-01-10,1255.682,277.73,10,125.57,Silver
AD-10180,Alan Dominguez,Home Office,New York City,New York,East,F,40,alan.dominguez@email.com,2017-08-05,6106.88,1443.15,8,763.36,Gold
TB-21355,Todd Boyes,Corporate,New York City,New York,East,F,62,todd.boyes@email.com,2015-10-24,834.328,168.99,5,166.87,Bronze
CC-12430,Chuck Clark,Home Office,San Francisco,California,West,M,53,chuck.clark@email.com,2017-08-07,2870.05,732.03,10,287.0,Silver
PF-19165,Philip Fox,Consumer,San Diego,California,West,M,74,philip.fox@email.com,2017-08-22,2770.0,528.14,6,461.67,Silver
JH-16180,Justin Hirsh,Consumer,Pueblo,Colorado,West,M,32,justin.hirsh@email.com,2016-10-15,2256.3940000000002,632.3599999999999,4,564.1,Silver
EB-13975,Erica Bern,Corporate,Fairfield,California,West,M,26,erica.bern@email.com,2017-06-16,1643.255,299.03,4,410.81,Silver
QJ-19255,Quincy Jones,Corporate,Saint Paul,Minnesota,Central,M,55,quincy.jones@email.com,2017-10-05,6108.338,1017.3299999999999,9,678.7,Gold
AA-10315,Alex Avila,Consumer,San Francisco,California,West,F,49,alex.avila@email.com,2017-09-10,5563.56,1916.4499999999998,5,1112.71,Gold
LC-17140,Logan Currie,Consumer,Springfield,Virginia,South,M,65,logan.currie@email.com,2015-08-01,2633.582,549.65,9,292.62,Silver
TC-21535,Tracy Collins,Home Office,Arlington,Virginia,South,M,64,tracy.collins@email.com,2015-06-16,742.5580000000001,161.06,7,106.08,Bronze
CS-12460,Chuck Sachs,Consumer,Columbus,Georgia,South,M,20,chuck.sachs@email.com,2017-10-30,550.644,91.97,2,275.32,Bronze
BM-11785,Bryan Mills,Consumer,Houston,Texas,Central,F,66,bryan.mills@email.com,2016-12-24,1338.842,227.16,10,133.88,Silver
RC-19825,Roy Collins,Consumer,Pasadena,California,West,M,54,roy.collins@email.com,2016-08-01,966.409,252.82,6,161.07,Bronze
FM-14380,Fred McMath,Consumer,Lawrence,Massachusetts,East,F,41,fred.mcmath@email.com,2016-12-02,2523.266,621.1899999999999,9,280.36,Silver
PK-19075,Pete Kriz,Consumer,Columbus,Ohio,East,M,56,pete.kriz@email.com,2016-02-17,8646.934,2344.6000000000004,12,720.58,Gold
HG-14965,Henry Goldwyn,Corporate,Los Angeles,California,West,M,40,henry.goldwyn@email.com,2017-06-12,3247.642,903.74,12,270.64,Silver
HA-14920,Helen Andreada,Consumer,Philadelphia,Pennsylvania,East,M,46,helen.andreada@email.com,2017-03-11,2584.158,593.36,8,323.02,Silver
LW-16825,Laurel Workman,Corporate,Deltona,Florida,South,M,23,laurel.workman@email.com,2015-06-20,2238.061,483.90000000000003,5,447.61,Silver
MC-17575,Matt Collins,Consumer,Cincinnati,Ohio,East,F,29,matt.collins@email.com,2017-07-30,1303.893,346.25,8,162.99,Silver
LP-17095,Liz Preis,Consumer,Murray,Kentucky,South,M,36,liz.preis@email.com,2015-06-04,3104.439,540.26,6,517.41,Silver
EB-14170,Evan Bailliet,Consumer,Wilmington,North Carolina,South,F,70,evan.bailliet@email.com,2015-08-31,1186.326,303.19,6,197.72,Silver
GZ-14545,George Zrebassa,Corporate,Lawrence,Massachusetts,East,M,55,george.zrebassa@email.com,2015-04-27,2454.6220000000003,598.96,4,613.66,Silver
LE-16810,Laurel Elliston,Consumer,Chicago,Illinois,Central,F,28,laurel.elliston@email.com,2017-04-24,1469.45,440.68,6,244.91,Silver
AD-10180,Alan Dominguez,Home Office,Philadelphia,Pennsylvania,East,F,56,alan.dominguez@email.com,2015-04-04,6106.88,1443.15,8,763.36,Gold
CP-12085,Cathy Prescott,Corporate,Norwich,Connecticut,East,F,56,cathy.prescott@email.com,2016-11-26,5402.254,1881.48,8,675.28,Gold
FG-14260,Frank Gastineau,Home Office,San Francisco,California,West,F,37,frank.gastineau@email.com,2017-04-27,1383.144,464.34999999999997,7,197.59,Silver
LD-17005,Lisa DeCherney,Consumer,San Francisco,California,West,F,32,lisa.decherney@email.com,2017-10-08,1961.934,534.58,4,490.48,Silver
AB-10255,Alejandro Ballentine,Home Office,Lorain,Ohio,East,F,40,alejandro.ballentine@email.com,2016-10-06,914.5319999999999,219.85999999999999,9,101.61,Bronze
MN-17935,Michael Nguyen,Consumer,Dallas,Texas,Central,M,74,michael.nguyen@email.com,2017-06-30,2477.946,656.92,6,412.99,Silver
HP-14815,Harold Pawlan,Home Office,Los Angeles,California,West,M,67,harold.pawlan@email.com,2017-10-28,1990.314,567.5400000000001,7,284.33,Silver
JR-15670,Jim Radford,Consumer,Middletown,Connecticut,East,M,63,jim.radford@email.com,2015-11-07,1156.658,296.8,2,578.33,Silver
JF-15190,Jamie Frazer,Consumer,Los Angeles,California,West,M,71,jamie.frazer@email.com,2017-06-09,2239.606,526.55,6,373.27,Silver
CM-12115,Chad McGuire,Consumer,New York City,New York,East,F,25,chad.mcguire@email.com,2015-05-20,1661.6100000000001,350.6,4,415.4,Silver
AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,F,30,aaron.smayling@email.com,2017-04-25,3050.692,728.3299999999999,7,435.81,Silver
KB-16315,Karl Braun,Consumer,Freeport,New York,East,M,26,karl.braun@email.com,2016-04-04,1569.464,314.04,9,174.38,Silver
BN-11515,Bradley Nguyen,Consumer,Lakeville,Minnesota,Central,M,20,bradley.nguyen@email.com,2017-06-02,1459.344,489.94,5,291.87,Silver
BP-11290,Beth Paige,Consumer,Evanston,Illinois,Central,F,71,beth.paige@email.com,2016-02-24,2475.157,626.85,7,353.59,Silver
AS-10045,Aaron Smayling,Corporate,Arlington,Virginia,South,F,36,aaron.smayling@email.com,2015-03-25,3050.692,728.3299999999999,7,435.81,Silver
DC-12850,Dan Campbell,Consumer,Houston,Texas,Central,M,24,dan.campbell@email.com,2016-12-12,3336.168,1096.95,9,370.69,Silver
ND-18370,Natalie DeCherney,Consumer,Louisville,Kentucky,South,F,21,natalie.decherney@email.com,2017-10-10,4326.139,1139.9199999999998,9,480.68,Silver
LB-16735,Larry Blacks,Consumer,Fort Worth,Texas,Central,F,69,larry.blacks@email.com,2017-05-23,50.188,13.82,3,16.73,Bronze
KT-16465,Kean Takahito,Consumer,Los Angeles,California,West,F,20,kean.takahito@email.com,2016-11-26,3057.1,518.52,7,436.73,Silver
HM-14860,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,F,25,harry.marie@email.com,2015-10-19,8236.7648,2327.84,10,823.68,Gold
AB-10600,Ann Blume,Corporate,Tucson,Arizona,West,F,68,ann.blume@email.com,2016-04-30,1515.862,317.81,4,378.97,Silver
SZ-20035,Sam Zeldin,Home Office,Pico Rivera,California,West,F,52,sam.zeldin@email.com,2016-01-18,3625.329,935.88,11,329.58,Silver
JR-15670,Jim Radford,Consumer,Colorado Springs,Colorado,West,M,40,jim.radford@email.com,2016-05-20,1156.658,296.8,2,578.33,Silver
MG-17890,Michael Granlund,Home Office,Clinton,Maryland,East,F,32,michael.granlund@email.com,2015-03-07,776.384,162.45,9,86.26,Bronze
KM-16720,Kunst Miller,Consumer,Vallejo,California,West,F,33,kunst.miller@email.com,2017-07-17,4909.472,1050.67,8,613.68,Silver
CA-12265,Christina Anderson,Consumer,Provo,Utah,West,F,28,christina.anderson@email.com,2016-01-30,2638.3272,652.56,8,329.79,Silver
VD-21670,Valerie Dominguez,Consumer,Pleasant Grove,Utah,West,M,20,valerie.dominguez@email.com,2017-08-22,6442.254,1459.65,6,1073.71,Gold
JK-16120,Julie Kriz,Home Office,Aurora,Illinois,Central,F,74,julie.kriz@email.com,2017-01-15,2932.484,762.0600000000001,10,293.25,Silver
PP-18955,Paul Prost,Home Office,Smyrna,Georgia,South,M,61,paul.prost@email.com,2017-04-19,7252.608,1929.65,10,725.26,Gold
YS-21880,Yana Sorensen,Corporate,Burlington,North Carolina,South,F,48,yana.sorensen@email.com,2015-02-18,6720.4439999999995,1883.8899999999999,8,840.06,Gold
CK-12760,Cyma Kinney,Corporate,Aurora,Illinois,Central,M,34,cyma.kinney@email.com,2017-06-18,1582.109,467.62,9,175.79,Silver
NC-18340,Nat Carroll,Consumer,New York City,New York,East,M,52,nat.carroll@email.com,2016-05-21,2461.404,564.73,5,492.28,Silver
KM-16375,Katherine Murray,Home Office,Salem,Virginia,South,F,59,katherine.murray@email.com,2015-11-06,5620.186,1304.71,8,702.52,Gold
GM-14455,Gary Mitchum,Home Office,Columbus,Ohio,East,M,44,gary.mitchum@email.com,2017-04-26,3078.624,751.81,6,513.1,Silver
SD-20485,Shirley Daniels,Home Office,Philadelphia,Pennsylvania,East,F,18,shirley.daniels@email.com,2017-02-19,6121.114,1801.29,9,680.12,Gold
KD-16270,Karen Daniels,Consumer,New York City,New York,East,F,42,karen.daniels@email.com,2015-01-02,8282.358,1875.58,5,1656.47,Gold
AB-10105,Adrian Barton,Consumer,Phoenix,Arizona,West,M,55,adrian.barton@email.com,2016-05-12,14473.570999999998,3697.4500000000003,10,1447.36,Platinum
SZ-20035,Sam Zeldin,Home Office,Grand Prairie,Texas,Central,M,30,sam.zeldin@email.com,2017-07-11,3625.329,935.88,11,329.58,Silver
JD-15895,Jonathan Doherty,Corporate,New York City,New York,East,M,24,jonathan.doherty@email.com,2016-04-30,7610.8640000000005,1844.01,11,691.9,Gold
HA-14905,Helen Abelman,Consumer,New York City,New York,East,F,46,helen.abelman@email.com,2015-04-16,2163.3,590.06,7,309.04,Silver
BT-11305,Beth Thompson,Home Office,Costa Mesa,California,West,M,64,beth.thompson@email.com,2015-06-17,2567.656,766.54,5,513.53,Silver
SV-20815,Stuart Van,Corporate,Houston,Texas,Central,F,45,stuart.van@email.com,2017-02-12,1271.0900000000001,318.17,4,317.77,Silver
RW-19540,Rick Wilson,Corporate,Mesa,Arizona,West,M,59,rick.wilson@email.com,2015-08-24,7397.401,1904.03,7,1056.77,Gold
DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,F,37,damala.kotsonis@email.com,2017-09-09,3256.48,841.3000000000001,12,271.37,Silver
LT-17110,Liz Thompson,Consumer,Columbus,Ohio,East,M,27,liz.thompson@email.com,2017-02-01,2936.252,716.8100000000001,8,367.03,Silver
IM-15070,Irene Maddox,Consumer,Florence,Alabama,South,F,54,irene.maddox@email.com,2017-11-07,4930.474,1276.69,7,704.35,Silver
FP-14320,Frank Preis,Consumer,Seattle,Washington,West,M,47,frank.preis@email.com,2015-11-03,4046.746,947.76,8,505.84,Silver
ST-20530,Shui Tom,Consumer,Parma,Ohio,East,F,47,shui.tom@email.com,2015-07-05,433.34000000000003,104.94,7,61.91,Bronze
JE-15745,Joel Eaton,Consumer,Amarillo,Texas,Central,M,73,joel.eaton@email.com,2017-08-25,6760.8150000000005,1642.33,13,520.06,Gold
BD-11320,Bill Donatelli,Consumer,Providence,Rhode Island,East,M,59,bill.donatelli@email.com,2015-05-05,5718.521,1540.78,12,476.54,Gold
MM-17920,Michael Moore,Consumer,San Francisco,California,West,F,50,michael.moore@email.com,2017-01-26,3640.2560000000003,951.3600000000001,10,364.03,Silver
PW-19030,Pauline Webber,Corporate,Richmond,Kentucky,South,F,71,pauline.webber@email.com,2015-12-15,3454.916,548.9399999999999,10,345.49,Silver
SC-20440,Shaun Chance,Corporate,Aurora,Colorado,West,F,51,shaun.chance@email.com,2017-01-26,1874.998,398.31,7,267.86,Silver
SD-20485,Shirley Daniels,Home Office,Chicago,Illinois,Central,F,62,shirley.daniels@email.com,2017-01-17,6121.114,1801.29,9,680.12,Gold
TS-21160,Theresa Swint,Corporate,Philadelphia,Pennsylvania,East,F,19,theresa.swint@email.com,2015-04-04,2163.6240000000003,400.29,6,360.6,Silver
JB-15400,Jennifer Braxton,Corporate,Los Angeles,California,West,F,72,jennifer.braxton@email.com,2015-09-16,1791.605,446.39,10,179.16,Silver
TS-21085,Thais Sissman,Consumer,Phoenix,Arizona,West,F,74,thais.sissman@email.com,2016-01-05,4.833,1.38,2,2.42,Bronze
MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,F,32,mark.cousins@email.com,2017-05-10,4432.138,994.4499999999999,5,886.43,Silver
ME-17320,Maria Etezadi,Home Office,Columbus,Georgia,South,M,62,maria.etezadi@email.com,2016-10-25,10663.728000000001,1222.01,10,1066.37,Platinum
SC-20440,Shaun Chance,Corporate,New Bedford,Massachusetts,East,M,23,shaun.chance@email.com,2015-11-10,1874.998,398.31,7,267.86,Silver
NH-18610,Nicole Hansen,Corporate,Irving,Texas,Central,M,47,nicole.hansen@email.com,2016-11-23,2518.6659999999997,524.5,6,419.78,Silver
AA-10480,Andrew Allen,Consumer,Middletown,Connecticut,East,M,36,andrew.allen@email.com,2015-01-18,1790.5120000000002,367.88,4,447.63,Silver
LC-17140,Logan Currie,Consumer,Seattle,Washington,West,M,21,logan.currie@email.com,2016-03-05,2633.582,549.65,9,292.62,Silver
MB-18085,Mick Brown,Consumer,Vineland,New Jersey,East,F,56,mick.brown@email.com,2015-06-10,1428.231,329.69,7,204.03,Silver
LC-16930,Linda Cazamias,Corporate,Pasadena,Texas,Central,F,57,linda.cazamias@email.com,2016-07-23,4492.946,863.64,8,561.62,Silver
KD-16495,Keith Dawkins,Corporate,New York City,New York,East,M,70,keith.dawkins@email.com,2015-05-17,8181.256,1838.06,12,681.77,Gold
MB-17305,Maria Bertelson,Consumer,Glendale,Arizona,West,F,32,maria.bertelson@email.com,2015-01-05,1548.702,399.35,10,154.87,Silver
TH-21550,Tracy Hopkins,Home Office,Jacksonville,Florida,South,F,46,tracy.hopkins@email.com,2017-06-06,4234.0960000000005,1052.89,7,604.87,Silver
DK-12835,Damala Kotsonis,Corporate,Detroit,Michigan,Central,F,38,damala.kotsonis@email.com,2017-02-26,3256.48,841.3000000000001,12,271.37,Silver
ON-18715,Odella Nelson,Corporate,Philadelphia,Pennsylvania,East,F,43,odella.nelson@email.com,2016-08-02,1567.52,421.09000000000003,9,174.17,Silver
KN-16390,Katherine Nockton,Corporate,Los Angeles,California,West,F,24,katherine.nockton@email.com,2016-07-26,2224.0860000000002,433.40000000000003,8,278.01,Silver
NM-18520,Neoma Murray,Consumer,Houston,Texas,Central,F,56,neoma.murray@email.com,2016-01-09,2161.979,605.64,10,216.2,Silver
NP-18685,Nora Pelletier,Home Office,Niagara Falls,New York,East,F,18,nora.pelletier@email.com,2017-01-10,1164.73,348.21,5,232.95,Silver
CG-12040,Catherine Glotzbach,Home Office,New York City,New York,East,F,26,catherine.glotzbach@email.com,2017-12-17,904.4680000000001,254.31000000000003,6,150.74,Bronze
CS-12505,Cindy Stewart,Consumer,Thomasville,North Carolina,South,F,42,cindy.stewart@email.com,2016-05-01,5690.054999999999,1139.8799999999999,6,948.34,Gold
KD-16345,Katherine Ducich,Consumer,Westminster,California,West,M,31,katherine.ducich@email.com,2017-08-31,1888.964,440.34,6,314.83,Silver
MK-18160,Mike Kennedy,Consumer,San Francisco,California,West,F,39,mike.kennedy@email.com,2016-06-27,1031.602,184.10999999999999,4,257.9,Silver
DW-13540,Don Weiss,Consumer,Jackson,Tennessee,South,M,46,don.weiss@email.com,2017-01-26,344.08,103.68,5,68.82,Bronze
CP-12340,Christine Phan,Corporate,Seattle,Washington,West,M,30,christine.phan@email.com,2017-11-01,5817.187,1607.44,7,831.03,Gold
MS-17770,Maxwell Schwartz,Consumer,New York City,New York,East,F,26,maxwell.schwartz@email.com,2016-06-30,3144.678,686.64,9,349.41,Silver
CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,F,47,corinna.mitchell@email.com,2017-12-14,5890.508,1223.45,5,1178.1,Gold
Co-12640,Corey-Lock,Consumer,Philadelphia,Pennsylvania,East,F,51,corey-lock@email.com,2017-01-07,1300.076,344.81,5,260.02,Silver
DL-13495,Dionis Lloyd,Corporate,New York City,New York,East,F,62,dionis.lloyd@email.com,2017-09-08,3539.322,946.2,8,442.42,Silver
TS-21370,Todd Sumrall,Corporate,New York City,New York,East,M,18,todd.sumrall@email.com,2015-08-24,11891.751,2775.0,6,1981.96,Platinum
JW-15220,Jane Waco,Corporate,Vancouver,Washington,West,M,59,jane.waco@email.com,2017-02-02,7721.714,2243.27,6,1286.95,Gold
RF-19840,Roy Französisch,Consumer,Columbus,Georgia,South,M,44,roy.französisch@email.com,2015-07-22,938.862,298.97,7,134.12,Bronze
JD-15790,John Dryer,Consumer,Coppell,Texas,Central,F,48,john.dryer@email.com,2015-08-29,2152.352,617.82,5,430.47,Silver
NK-18490,Neil Knudson,Home Office,San Francisco,California,West,F,22,neil.knudson@email.com,2015-02-27,572.048,186.01,7,81.72,Bronze
NG-18430,Nathan Gelder,Consumer,Austin,Texas,Central,F,70,nathan.gelder@email.com,2015-05-16,1395.9379999999999,326.79,5,279.19,Silver
PC-19000,Pauline Chand,Home Office,Los Angeles,California,West,F,48,pauline.chand@email.com,2016-12-02,1061.488,252.18,2,530.74,Silver
AR-10540,Andy Reiter,Consumer,New York City,New York,East,F,64,andy.reiter@email.com,2017-02-24,6608.448,2272.3500000000004,6,1101.41,Gold
CS-12505,Cindy Stewart,Consumer,Columbus,Georgia,South,M,67,cindy.stewart@email.com,2017-01-31,5690.054999999999,1139.8799999999999,6,948.34,Gold
LS-16975,Lindsay Shagiari,Home Office,Omaha,Nebraska,Central,M,52,lindsay.shagiari@email.com,2017-01-30,2988.674,520.8,9,332.07,Silver
JM-15535,Jessica Myrick,Consumer,Los Angeles,California,West,F,36,jessica.myrick@email.com,2015-06-20,1733.443,290.23,7,247.63,Silver
NH-18610,Nicole Hansen,Corporate,Pomona,California,West,M,64,nicole.hansen@email.com,2015-05-24,2518.6659999999997,524.5,6,419.78,Silver
RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,F,62,russell.applegate@email.com,2017-11-14,4793.543,1134.6,9,532.62,Silver
AI-10855,Arianne Irving,Consumer,Philadelphia,Pennsylvania,East,M,39,arianne.irving@email.com,2016-08-20,4375.786,826.27,10,437.58,Silver
MC-17845,Michael Chen,Consumer,North Las Vegas,Nevada,West,F,45,michael.chen@email.com,2017-10-18,3805.714,947.2800000000001,7,543.67,Silver
TB-21400,Tom Boeckenhauer,Consumer,Seattle,Washington,West,F,56,tom.boeckenhauer@email.com,2017-12-09,9108.742,2534.34,6,1518.12,Gold
VW-21775,Victoria Wilson,Corporate,San Francisco,California,West,M,67,victoria.wilson@email.com,2017-01-14,6134.0380000000005,1671.6799999999998,10,613.4,Gold
PL-18925,Paul Lucas,Home Office,Chicago,Illinois,Central,M,41,paul.lucas@email.com,2015-06-14,239.481,62.57,5,47.9,Bronze
GH-14425,Gary Hwang,Consumer,Tucson,Arizona,West,F,29,gary.hwang@email.com,2015-05-08,4172.8460000000005,809.7099999999999,4,1043.21,Silver
CJ-12010,Caroline Jumper,Consumer,Allentown,Pennsylvania,East,F,29,caroline.jumper@email.com,2016-01-21,11164.974,2261.62,8,1395.62,Platinum
MC-18130,Mike Caudle,Corporate,Newark,Delaware,East,F,60,mike.caudle@email.com,2016-05-02,1581.9979999999998,359.52000000000004,5,316.4,Silver
BV-11245,Benjamin Venier,Corporate,Miami,Florida,South,F,30,benjamin.venier@email.com,2015-01-07,1523.2730000000001,362.64,5,304.65,Silver
JF-15490,Jeremy Farry,Consumer,Tempe,Arizona,West,F,49,jeremy.farry@email.com,2016-11-26,890.95,242.17,10,89.1,Bronze
EB-13840,Ellis Ballard,Corporate,New York City,New York,East,F,29,ellis.ballard@email.com,2017-10-05,964.448,148.88,4,241.11,Bronze
MP-18175,Mike Pelletier,Home Office,Laguna Niguel,California,West,F,49,mike.pelletier@email.com,2015-03-25,4757.332,1087.83,8,594.67,Silver
JM-15655,Jim Mitchum,Corporate,Bridgeton,New Jersey,East,F,57,jim.mitchum@email.com,2017-09-05,864.947,214.15,5,172.99,Bronze
CL-11890,Carl Ludwig,Consumer,Everett,Massachusetts,East,F,73,carl.ludwig@email.com,2015-09-20,1262.0140000000001,234.24,4,315.5,Silver
CK-12205,Chloris Kastensmidt,Consumer,Columbus,Ohio,East,F,57,chloris.kastensmidt@email.com,2017-01-20,3154.855,799.06,13,242.68,Silver
DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,F,49,deborah.brumfield@email.com,2017-03-04,4655.897,1165.07,8,581.99,Silver
PC-18745,Pamela Coakley,Corporate,Watertown,New York,East,F,32,pamela.coakley@email.com,2017-07-06,1832.064,463.96,4,458.02,Silver
VB-21745,Victoria Brennan,Corporate,San Antonio,Texas,Central,F,60,victoria.brennan@email.com,2016-01-11,2005.596,610.33,6,334.27,Silver
EP-13915,Emily Phan,Consumer,New York City,New York,East,M,72,emily.phan@email.com,2017-06-24,5478.0608,1327.87,17,322.24,Gold
ME-17320,Maria Etezadi,Home Office,Houston,Texas,Central,F,47,maria.etezadi@email.com,2015-08-31,10663.728000000001,1222.01,10,1066.37,Platinum
IG-15085,Ivan Gibson,Consumer,San Diego,California,West,F,29,ivan.gibson@email.com,2017-02-08,744.574,252.22,4,186.14,Bronze
JS-15940,Joni Sundaresam,Home Office,Appleton,Wisconsin,Central,M,32,joni.sundaresam@email.com,2015-09-12,469.169,126.03,5,93.83,Bronze
BO-11425,Bobby Odegard,Consumer,Richmond,Kentucky,South,M,34,bobby.odegard@email.com,2016-09-02,130.83,33.9,2,65.42,Bronze
VW-21775,Victoria Wilson,Corporate,Bellevue,Washington,West,M,56,victoria.wilson@email.com,2016-07-02,6134.0380000000005,1671.6799999999998,10,613.4,Gold
AB-10150,Aimee Bixby,Consumer,Long Beach,New York,East,F,42,aimee.bixby@email.com,2016-11-03,966.71,255.51,5,193.34,Bronze
JW-16075,Julia West,Consumer,Philadelphia,Pennsylvania,East,F,69,julia.west@email.com,2017-08-30,1428.731,429.29999999999995,4,357.18,Silver
JE-15475,Jeremy Ellison,Consumer,Seattle,Washington,West,M,47,jeremy.ellison@email.com,2017-08-02,1388.682,252.58999999999997,6,231.45,Silver
EB-13750,Edward Becker,Corporate,Seattle,Washington,West,F,28,edward.becker@email.com,2016-11-06,3236.314,706.15,10,323.63,Silver
PK-18910,Paul Knutson,Home Office,San Francisco,California,West,M,69,paul.knutson@email.com,2015-06-03,1441.152,477.03,2,720.58,Silver
CS-12400,Christopher Schild,Home Office,Seattle,Washington,West,M,57,christopher.schild@email.com,2016-09-14,3651.8585000000003,967.97,9,405.76,Silver
SG-20470,Sheri Gordon,Consumer,New York City,New York,East,M,62,sheri.gordon@email.com,2015-12-10,1884.798,546.51,8,235.6,Silver
CM-12190,Charlotte Melton,Consumer,Philadelphia,Pennsylvania,East,M,52,charlotte.melton@email.com,2016-12-10,1475.144,256.44,6,245.86,Silver
CL-12565,Clay Ludtke,Consumer,Columbia,South Carolina,South,M,44,clay.ludtke@email.com,2017-04-20,10880.546,2360.46,12,906.71,Platinum
JO-15550,Jesus Ocampo,Home Office,Seattle,Washington,West,F,25,jesus.ocampo@email.com,2017-02-20,1090.838,225.38,5,218.17,Silver
AW-10840,Anthony Witt,Consumer,Allen,Texas,Central,F,67,anthony.witt@email.com,2016-01-20,649.376,195.98,4,162.34,Bronze
DV-13465,Dianna Vittorini,Consumer,Los Angeles,California,West,F,37,dianna.vittorini@email.com,2015-10-29,3254.487,816.51,5,650.9,Silver
AH-10075,Adam Hart,Corporate,Atlanta,Georgia,South,F,69,adam.hart@email.com,2015-06-09,3250.337,946.98,10,325.03,Silver
