Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Unit_Price,Cost,Profit
2808,CA-2016-148635,25/07/2016,27/07/2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115.0,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,3,0.05,4.32,9.59,3.37
2809,CA-2016-148635,25/07/2016,27/07/2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115.0,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,1,0.15,704.9,585.25,119.65
2810,CA-2016-148635,25/07/2016,27/07/2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,98115.0,West,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,10,0.0,56.16,443.9,117.67
2811,CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,179.82,10,0.0,17.98,121.28,58.54
2812,CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,9,0.0,20.62,128.43,57.15
2813,CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,2,0.2,107.06,203.18,10.93
2814,CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,7,0.15,142.85,940.95,59.01
2815,CA-2016-135685,16/11/2016,18/11/2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,5,0.0,130.71,465.32,188.23
2816,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,7,0.0,16.37,72.8,41.8
2817,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,4,0.15,15.18,55.38,5.36
2818,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,8,0.0,15.54,96.17,28.19
2819,CA-2016-104626,01/09/2016,08/09/2016,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,9,0.05,120.97,750.74,338.02
2820,CA-2017-160500,05/05/2017,08/05/2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024.0,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72,7,0.0,0.96,4.34,2.38
2821,CA-2017-160500,05/05/2017,08/05/2017,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,92024.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,9,0.0,33.2,219.22,79.56
2822,CA-2017-100202,31/12/2017,05/01/2018,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Anaheim,California,92804.0,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.05,100.79,227.1,75.28
2823,CA-2018-131016,18/09/2018,20/09/2018,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017.0,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.928,3,0.0,2.98,6.16,2.77
2824,CA-2018-131016,18/09/2018,20/09/2018,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017.0,Central,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,9,0.15,5.29,37.32,10.27
2825,US-2015-112914,25/09/2015,30/09/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,33.792,1,0.0,33.79,21.0,12.79
2826,US-2015-112914,25/09/2015,30/09/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,1,0.0,300.53,222.55,77.98
2827,US-2015-112914,25/09/2015,30/09/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,9,0.1,0.3,2.29,0.43
2828,US-2015-112914,25/09/2015,30/09/2015,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041.0,Central,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,6,0.0,0.54,2.01,1.25
2829,CA-2017-124149,23/04/2017,26/04/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,8,0.15,13.54,87.02,21.32
2830,CA-2017-124149,23/04/2017,26/04/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,7,0.1,7.99,44.94,10.98
2831,CA-2017-124149,23/04/2017,26/04/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Lancaster,Ohio,43130.0,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,10,0.0,7.83,55.14,23.17
2832,CA-2015-148915,01/11/2015,05/11/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,2,0.05,221.96,324.92,119.0
2833,CA-2015-148915,01/11/2015,05/11/2015,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,97206.0,West,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,8,0.05,19.5,120.7,35.27
2834,CA-2018-134649,26/01/2018,31/01/2018,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47,5,0.0,3.09,11.24,4.23
2835,CA-2018-134649,26/01/2018,31/01/2018,Second Class,CA-11965,Carol Adams,Corporate,United States,Hoover,Alabama,35244.0,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,9,0.05,0.8,5.61,1.55
2836,CA-2018-110842,11/11/2018,16/11/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,6,0.05,1.82,8.62,2.27
2837,CA-2018-110842,11/11/2018,16/11/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,5,0.0,3.89,11.86,7.58
2838,CA-2018-110842,11/11/2018,16/11/2018,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,90036.0,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,10,0.0,12.16,75.99,45.61
2839,CA-2017-147368,09/06/2017,12/06/2017,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303.0,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,3,0.0,231.9,517.93,177.77
2840,US-2016-104185,03/09/2016,08/09/2016,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33,8,0.15,15.04,94.13,26.2
2841,US-2015-125521,14/03/2015,19/03/2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Chesapeake,Virginia,23320.0,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,4,0.05,284.98,864.78,275.14
2842,US-2018-135062,31/08/2018,04/09/2018,Second Class,RL-19615,Rob Lucas,Consumer,United States,Fayetteville,North Carolina,28314.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,229.544,6,0.05,38.26,181.22,48.32
2843,CA-2018-135650,23/03/2018,27/03/2018,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340.0,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,8,0.0,17.97,88.1,55.63
2844,CA-2018-112865,18/05/2018,22/05/2018,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,36.048,5,0.0,7.21,25.66,10.39
2845,US-2017-162852,27/12/2017,31/12/2017,Standard Class,BG-11695,Brooke Gillingham,Corporate,United States,Woodstock,Illinois,60098.0,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,4,0.0,211.37,551.31,294.17
2846,CA-2018-138163,17/11/2018,20/11/2018,First Class,XP-21865,Xylona Preis,Consumer,United States,Everett,Massachusetts,2149.0,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,4,0.1,12.74,36.5,14.44
2847,CA-2018-152093,10/09/2018,15/09/2018,Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,3,0.05,254.2,495.99,266.61
2848,CA-2018-157854,08/04/2018,15/04/2018,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,4,0.1,14.07,49.42,6.86
2849,CA-2018-157854,08/04/2018,15/04/2018,Standard Class,DM-13345,Denise Monton,Corporate,United States,Roswell,Georgia,30076.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,5,0.0,538.19,1616.17,1074.8
2850,CA-2017-123617,28/11/2017,03/12/2017,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,8,0.0,0.93,4.94,2.49
2851,US-2017-128293,02/06/2017,05/06/2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,6,0.0,10.8,40.84,23.94
2852,CA-2018-107342,17/12/2018,22/12/2018,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,3,0.0,9.39,18.26,9.9
2853,CA-2017-136371,19/03/2017,21/03/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,7,0.05,2.14,12.7,2.28
2854,CA-2017-136371,19/03/2017,21/03/2017,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,11572.0,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,6,0.05,3.39,15.85,4.47
2855,CA-2018-137344,20/08/2018,20/08/2018,Same Day,EM-13810,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038.0,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,8,0.0,5.04,27.47,12.82
2856,CA-2018-169810,25/07/2018,31/07/2018,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Sioux Falls,South Dakota,57103.0,Central,OFF-LA-10003663,Office Supplies,Labels,Avery 498,20.23,2,0.0,10.12,13.85,6.38
2857,CA-2017-128594,26/08/2017,29/08/2017,First Class,DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037.0,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,0.0,400.78,1113.69,489.45
2858,CA-2017-154690,15/08/2017,17/08/2017,Second Class,CC-12370,Christopher Conant,Consumer,United States,Fayetteville,North Carolina,28314.0,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,225.296,5,0.0,45.06,155.26,70.04
2859,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,9,0.0,7.53,49.49,18.31
2860,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,377.97,8,0.0,47.25,287.07,90.9
2861,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,2,0.0,814.41,1068.25,560.57
2862,CA-2018-138975,19/05/2018,23/05/2018,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,286.93,1,0.0,286.93,188.25,98.68
2863,CA-2018-106537,12/08/2018,17/08/2018,Standard Class,RH-19495,Rick Hansen,Consumer,United States,Orlando,Florida,32839.0,South,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,20.736,3,0.0,6.91,14.67,6.07
2864,US-2018-103828,13/08/2018,13/08/2018,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,4,0.0,7.86,21.63,9.81
2865,US-2018-103828,13/08/2018,13/08/2018,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,83.79,5,0.0,16.76,56.66,27.13
2866,US-2018-103828,13/08/2018,13/08/2018,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,4,0.0,14.88,39.97,19.55
2867,US-2018-103828,13/08/2018,13/08/2018,Same Day,JK-15370,Jay Kimmel,Consumer,United States,San Francisco,California,94122.0,West,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,31.92,1,0.0,31.92,22.59,9.33
2868,CA-2017-115588,10/11/2017,12/11/2017,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72,5,0.0,2.94,9.09,5.63
2869,CA-2017-115588,10/11/2017,12/11/2017,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,6,0.05,6.5,28.37,10.6
2870,CA-2018-143861,12/06/2018,19/06/2018,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Saint Petersburg,Florida,33710.0,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,7,0.0,2.44,12.69,4.4
2871,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,6,0.0,12.39,50.63,23.73
2872,CA-2015-148040,22/03/2015,26/03/2015,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.0,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,1,0.05,314.35,229.89,84.46
2873,CA-2018-135167,15/06/2018,20/06/2018,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,90036.0,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,8,0.0,0.53,2.64,1.62
2874,CA-2018-137022,16/11/2018,22/11/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,San Diego,California,92105.0,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,9,0.05,90.14,594.97,216.31
2875,US-2018-102638,29/12/2018,31/12/2018,First Class,MC-17845,Michael Chen,Consumer,United States,New York City,New York,10035.0,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,6.03,8,0.0,0.75,4.03,2.0
2876,US-2017-167339,21/01/2017,23/01/2017,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,153.568,9,0.2,17.06,149.25,4.32
2877,US-2017-167339,21/01/2017,23/01/2017,Second Class,TD-20995,Tamara Dahlen,Consumer,United States,San Diego,California,92037.0,West,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,3,0.0,337.83,701.44,312.05
2878,CA-2017-152072,15/01/2017,19/01/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,5,0.0,10.47,35.58,16.76
2879,CA-2017-152072,15/01/2017,19/01/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,4.66,2,0.0,2.33,3.32,1.34
2880,CA-2017-152072,15/01/2017,19/01/2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Westfield,New Jersey,7090.0,East,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,10,0.0,25.5,187.78,67.19
2881,CA-2017-102932,19/09/2017,23/09/2017,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050.0,East,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,4,0.05,6.36,20.04,5.4
2882,CA-2017-102932,19/09/2017,23/09/2017,Second Class,SD-20485,Shirley Daniels,Home Office,United States,Orange,New Jersey,7050.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,6,0.1,4.66,20.34,7.59
2883,CA-2015-165540,21/02/2015,25/02/2015,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098.0,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,3,0.0,2.95,5.6,3.25
2884,CA-2017-130799,11/11/2017,16/11/2017,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110.0,West,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,8,0.1,0.87,5.77,1.19
2885,CA-2017-164483,30/01/2017,03/02/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,1,0.0,17.46,12.92,4.54
2886,US-2017-159856,18/10/2017,22/10/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tempe,Arizona,85281.0,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,307.92,6,0.05,51.32,224.79,83.13
2887,CA-2018-102099,18/12/2018,19/12/2018,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,7,0.0,0.95,4.52,2.11
2888,CA-2018-102099,18/12/2018,19/12/2018,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,4,0.0,3.24,8.76,4.2
2889,CA-2018-102099,18/12/2018,19/12/2018,First Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90008.0,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,32.4,5,0.1,6.48,24.73,7.67
2890,CA-2018-164049,02/11/2018,06/11/2018,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,98105.0,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85,9,0.0,2.65,14.72,9.13
2891,CA-2015-142727,29/04/2015,01/05/2015,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601.0,South,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",51.96,2,0.05,25.98,43.6,8.36
2892,CA-2015-142727,29/04/2015,01/05/2015,Second Class,HG-14845,Harry Greene,Consumer,United States,Lake Charles,Louisiana,70601.0,South,OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17.94,7,0.0,2.56,12.77,5.17
2893,CA-2018-139913,23/10/2018,29/10/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969,11.56,10,0.0,1.16,7.95,3.61
2894,CA-2018-139913,23/10/2018,29/10/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),26.4,6,0.0,4.4,17.63,8.77
2895,CA-2018-139913,23/10/2018,29/10/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",69.08,6,0.15,11.51,62.92,6.16
2896,CA-2018-139913,23/10/2018,29/10/2018,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Rochester,New York,14609.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,35.88,9,0.0,3.99,29.37,6.51
2897,CA-2015-169033,30/03/2015,03/04/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,49.65,5,0.0,9.93,33.54,16.11
2898,US-2017-164630,04/01/2017,09/01/2017,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205.0,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968,3,0.0,319.99,763.99,195.98
2899,US-2016-114839,26/04/2016,30/04/2016,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Houston,Texas,77036.0,Central,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,9,0.05,45.38,298.24,110.18
2900,CA-2016-166464,12/09/2016,17/09/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,3,0.0,159.99,342.92,137.07
2901,CA-2016-166464,12/09/2016,17/09/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,New York City,New York,10035.0,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,12.6,8,0.05,1.58,9.26,3.34
2902,CA-2018-124898,11/09/2018,15/09/2018,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,31907.0,South,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,184.66,1,0.0,184.66,130.43,54.23
2903,CA-2017-164035,12/06/2017,17/06/2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,2,0.0,11.56,14.76,8.36
2904,CA-2017-153577,27/06/2017,01/07/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035.0,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",37.464,1,0.0,37.46,25.65,11.82
2905,CA-2017-153577,27/06/2017,01/07/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035.0,Central,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,539.658,4,0.0,134.91,404.39,135.27
2906,CA-2015-127586,26/09/2015,30/09/2015,Standard Class,CS-12400,Christopher Schild,Home Office,United States,Seattle,Washington,98115.0,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",310.12,5,0.0,62.02,217.08,93.04
2907,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56,8,0.0,1.07,5.23,3.33
2908,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,52.4,9,0.1,5.82,42.44,9.96
2909,CA-2018-121615,03/11/2018,09/11/2018,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,55122.0,Central,OFF-LA-10001771,Office Supplies,Labels,Avery 513,14.94,5,0.0,2.99,11.02,3.92
2910,CA-2018-166415,19/02/2018,23/02/2018,Standard Class,ME-17725,Max Engle,Consumer,United States,Seattle,Washington,98103.0,West,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,11.22,4,0.0,2.8,7.31,3.91
2911,CA-2016-118444,05/11/2016,09/11/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,33065.0,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136,3,0.1,129.05,272.15,114.99
