customer_key,recency,frequency,monetary,customer_name,email,R_score,F_score,M_score,RFM_score,RFM_total,segment
3452,97,17,2984.05,Frank Atkinson,frank.atkinson@email.com,3,4,4,344,11,Clients Potentiels
3453,70,14,3418.74,Frank Carlisle,frank.carlisle@email.com,3,4,4,344,11,Clients Potentiels
3454,184,10,3889.36,Fred Chung,fred.chung@email.com,2,2,4,224,8,Clients à Risque
3455,34,11,1383.1299999999999,Frank Gastineau,frank.gastineau@email.com,4,3,2,432,9,Clients Fidèles
3456,37,21,4256.28,Frank Hawley,frank.hawley@email.com,4,5,4,454,13,Champions
3457,212,14,2271.29,Fred Harton,fred.harton@email.com,2,4,3,243,9,Clients Perdus
3458,5,13,6987.2,Fred Hopkins,fred.hopkins@email.com,5,3,5,535,13,Champions
3459,7,15,2456.64,Filia McAdams,filia.mcadams@email.com,5,4,3,543,12,Clients Fidèles
3460,36,20,3736.2,Frank Merwin,frank.merwin@email.com,4,5,4,454,13,Champions
3461,145,14,2523.26,Fred McMath,fred.mcmath@email.com,2,4,3,243,9,Clients Perdus
3462,38,15,2678.43,Frank Olsen,frank.olsen@email.com,4,4,3,443,11,Clients Fidèles
3463,23,14,4046.75,Frank Preis,frank.preis@email.com,5,4,4,544,13,Champions
3464,362,3,79.75,Fred Wasserman,fred.wasserman@email.com,1,1,1,111,3,Clients à Risque
3465,149,10,3797.23,George Ashbrook,george.ashbrook@email.com,2,2,4,224,8,Clients à Risque
3466,5,22,1398.3899999999999,Guy Armstrong,guy.armstrong@email.com,5,5,2,552,12,Clients Fidèles
3467,62,20,1568.44,George Bell,george.bell@email.com,3,5,2,352,10,Autres
3468,13,16,4716.3,Giulietta Baptist,giulietta.baptist@email.com,5,4,5,545,14,Champions
3469,5,6,1888.0800000000002,Giulietta Dortch,giulietta.dortch@email.com,5,1,3,513,9,Clients Potentiels
3470,43,24,2223.99,Greg Guthrie,greg.guthrie@email.com,4,5,3,453,12,Clients Fidèles
3471,75,17,2819.46,Gary Hansen,gary.hansen@email.com,3,4,4,344,11,Clients Potentiels
3472,50,10,4172.84,Gary Hwang,gary.hwang@email.com,4,2,4,424,10,Clients Potentiels
3473,387,3,1361.24,Gene Hale,gene.hale@email.com,1,1,2,112,4,Clients à Risque
3474,2,3,146.94,Greg Hansen,greg.hansen@email.com,5,1,1,511,7,Nouveaux Clients
3475,112,14,6497.28,Grace Kelly,grace.kelly@email.com,2,4,5,245,11,Clients Perdus
3476,83,11,3582.8199999999997,Gary McGarr,gary.mcgarr@email.com,3,3,4,334,10,Clients Potentiels
3477,16,12,3078.63,Gary Mitchum,gary.mitchum@email.com,5,3,4,534,12,Clients Fidèles
3478,106,13,1255.68,Gene McClure,gene.mcclure@email.com,2,3,2,232,7,Clients Perdus
3479,152,11,3163.63,Greg Matthias,greg.matthias@email.com,2,3,4,234,9,Clients Perdus
3480,117,11,6049.96,Greg Maxwell,greg.maxwell@email.com,2,3,5,235,10,Clients Perdus
3481,764,5,236.53,Guy Phonely,guy.phonely@email.com,1,1,1,111,3,Clients à Risque
3482,1135,5,1284.38,Georgia Rosenberg,georgia.rosenberg@email.com,1,1,2,112,4,Clients à Risque
3483,56,6,9351.199999999999,Grant Thornton,grant.thornton@email.com,3,1,5,315,9,Clients Potentiels
3484,36,29,11820.12,Greg Tran,greg.tran@email.com,4,5,5,455,14,Champions
3485,34,7,226.43,Guy Thornton,guy.thornton@email.com,4,1,1,411,6,Nouveaux Clients
3486,28,9,2189.02,Giulietta Weimer,giulietta.weimer@email.com,4,2,3,423,9,Clients Potentiels
3487,7,14,4355.15,Gary Zandusky,gary.zandusky@email.com,5,4,5,545,14,Champions
3488,157,5,2454.62,George Zrebassa,george.zrebassa@email.com,2,1,3,213,6,Clients à Risque
3489,69,10,2163.3199999999997,Helen Abelman,helen.abelman@email.com,3,2,3,323,8,Clients Potentiels
3490,20,18,2584.17,Helen Andreada,helen.andreada@email.com,5,5,3,553,13,Champions
3491,768,7,251.35999999999999,Harold Dahlen,harold.dahlen@email.com,1,1,1,111,3,Clients à Risque
3492,12,8,755.4599999999999,Harold Engle,harold.engle@email.com,5,2,1,521,8,Nouveaux Clients
3493,21,19,2533.16,Herbert Flentye,herbert.flentye@email.com,5,5,3,553,13,Champions
3494,54,10,785.62,Harry Greene,harry.greene@email.com,3,2,1,321,6,Autres
3495,23,17,3247.6499999999996,Henry Goldwyn,henry.goldwyn@email.com,5,4,4,544,13,Champions
3496,6,11,3690.28,Hunter Glantz,hunter.glantz@email.com,5,3,4,534,12,Clients Fidèles
3497,72,6,218.67000000000002,Hilary Holden,hilary.holden@email.com,3,1,1,311,5,Autres
3498,126,6,358.1,Heather Jas,heather.jas@email.com,2,1,1,211,4,Clients à Risque
3499,151,15,4877.8,Heather Kirkland,heather.kirkland@email.com,2,4,5,245,11,Clients Perdus
3500,43,11,12873.3,Hunter Lopez,hunter.lopez@email.com,4,3,5,435,12,Clients Fidèles
3501,2,20,8236.76,Harry Marie,harry.marie@email.com,5,5,5,555,15,Champions
3502,247,7,736.28,Henry MacAllister,henry.macallister@email.com,1,1,1,111,3,Clients à Risque
3503,30,10,1990.3100000000002,Harold Pawlan,harold.pawlan@email.com,4,2,3,423,9,Clients Potentiels
3504,13,5,940.59,Hallie Redmond,hallie.redmond@email.com,5,1,2,512,8,Nouveaux Clients
3505,159,14,5248.8,Harold Ryan,harold.ryan@email.com,2,4,5,245,11,Clients Perdus
3506,117,15,4827.93,Helen Wasserman,helen.wasserman@email.com,2,4,5,245,11,Clients Perdus
3507,35,6,886.52,Henia Zydlo,henia.zydlo@email.com,4,1,1,411,6,Nouveaux Clients
3508,71,7,744.5699999999999,Ivan Gibson,ivan.gibson@email.com,3,1,1,311,5,Autres
3509,142,14,5040.74,Ivan Liston,ivan.liston@email.com,2,4,5,245,11,Clients Perdus
3510,409,2,48.4,Ionia McGrath,ionia.mcgrath@email.com,1,1,1,111,3,Clients à Risque
3511,390,21,4930.49,Irene Maddox,irene.maddox@email.com,1,5,5,155,11,Clients Perdus
3512,92,24,6491.029999999999,Joseph Airdo,joseph.airdo@email.com,3,5,5,355,13,Champions
3513,7,16,1791.6200000000001,Jennifer Braxton,jennifer.braxton@email.com,5,4,3,543,12,Clients Fidèles
3514,736,8,900.5500000000001,Joni Blumstein,joni.blumstein@email.com,1,2,1,121,4,Clients à Risque
3515,43,7,644.1200000000001,Joy Bell-,joy.bell-@email.com,4,1,1,411,6,Nouveaux Clients
3516,7,9,2518.11,Julia Barnett,julia.barnett@email.com,5,2,3,523,10,Clients Potentiels
3517,114,4,71.27,Jasper Cacioppo,jasper.cacioppo@email.com,2,1,1,211,4,Clients à Risque
3518,175,4,1058.1100000000001,Jenna Caffey,jenna.caffey@email.com,2,1,2,212,5,Clients à Risque
3519,158,16,2772.06,John Castell,john.castell@email.com,2,4,4,244,10,Clients Perdus
3520,57,9,858.5699999999999,Julie Creighton,julie.creighton@email.com,3,2,1,321,6,Autres
3521,117,7,2152.35,John Dryer,john.dryer@email.com,2,1,3,213,6,Clients à Risque
3522,394,32,7610.870000000001,Jonathan Doherty,jonathan.doherty@email.com,1,5,5,155,11,Clients Perdus
3523,112,11,385.43,Joy Daniels,joy.daniels@email.com,2,3,1,231,6,Clients Perdus
3524,300,6,695.44,Julia Dunbar,julia.dunbar@email.com,1,1,1,111,3,Clients à Risque
3525,41,17,8828.039999999999,Justin Deggeller,justin.deggeller@email.com,4,4,5,445,13,Champions
3526,193,13,1388.69,Jeremy Ellison,jeremy.ellison@email.com,2,3,2,232,7,Clients Perdus
3527,48,20,7754.969999999999,Jim Epp,jim.epp@email.com,4,5,5,455,14,Champions
3528,46,22,8697.86,Joe Elijah,joe.elijah@email.com,4,5,5,455,14,Champions
3529,51,23,6760.8099999999995,Joel Eaton,joel.eaton@email.com,4,5,5,455,14,Champions
3530,20,7,2697.25,Justin Ellison,justin.ellison@email.com,5,1,3,513,9,Clients Potentiels
3531,65,18,2239.61,Jamie Frazer,jamie.frazer@email.com,3,5,3,353,11,Clients Potentiels
3532,225,14,955.12,Jason Fortune-,jason.fortune-@email.com,2,4,2,242,8,Clients Perdus
3533,105,16,1911.8400000000001,Jay Fein,jay.fein@email.com,2,4,3,243,9,Clients Perdus
3534,2,13,2309.4300000000003,Jennifer Ferguson,jennifer.ferguson@email.com,5,3,3,533,11,Clients Fidèles
3535,121,14,890.95,Jeremy Farry,jeremy.farry@email.com,2,4,1,241,7,Clients Perdus
3536,54,16,4198.32,Jill Fjeld,jill.fjeld@email.com,3,4,4,344,11,Clients Potentiels
3537,757,7,2358.6600000000003,Jack Garza,jack.garza@email.com,1,1,3,113,5,Clients à Risque
3538,1,18,6366.4,James Galang,james.galang@email.com,5,5,5,555,15,Champions
3539,2,11,2240.58,Jason Gross,jason.gross@email.com,5,3,3,533,11,Clients Fidèles
3540,223,9,1507.02,John Grady,john.grady@email.com,2,2,2,222,6,Clients à Risque
3541,5,7,309.28999999999996,Jennifer Halladay,jennifer.halladay@email.com,5,1,1,511,7,Nouveaux Clients
3542,174,8,528.92,John Huston,john.huston@email.com,2,2,1,221,5,Clients à Risque
3543,41,9,959.48,Jonathan Howell,jonathan.howell@email.com,4,2,2,422,8,Nouveaux Clients
3544,29,14,7954.99,Joseph Holt,joseph.holt@email.com,4,4,5,445,13,Champions
3545,404,5,2256.39,Justin Hirsh,justin.hirsh@email.com,1,1,3,113,5,Clients à Risque
3546,483,6,709.1700000000001,Jennifer Jackson,jennifer.jackson@email.com,1,1,1,111,3,Clients à Risque
3547,752,3,195.0,Joel Jenkins,joel.jenkins@email.com,1,1,1,111,3,Clients à Risque
3548,61,12,4262.29,Jamie Kunitz,jamie.kunitz@email.com,3,3,5,335,11,Clients Potentiels
3549,287,4,383.80999999999995,Jason Klamczynski,jason.klamczynski@email.com,1,1,1,111,3,Clients à Risque
3550,44,16,2136.4500000000003,Jay Kimmel,jay.kimmel@email.com,4,4,3,443,11,Clients Fidèles
3551,61,12,3760.0299999999997,Jim Karlsson,jim.karlsson@email.com,3,3,4,334,10,Clients Potentiels
3552,180,12,4760.44,Jim Kriz,jim.kriz@email.com,2,3,5,235,10,Clients Perdus
3553,84,19,4769.91,Joe Kamberova,joe.kamberova@email.com,3,5,5,355,13,Champions
3554,28,9,3747.66,Juliana Krohn,juliana.krohn@email.com,4,2,4,424,10,Clients Potentiels
3555,117,17,2932.4900000000002,Julie Kriz,julie.kriz@email.com,2,4,4,244,10,Clients Perdus
3556,8,12,1214.95,Jack Lebron,jack.lebron@email.com,5,3,2,532,10,Clients Fidèles
3557,6,7,1571.52,James Lanier,james.lanier@email.com,5,1,2,512,8,Nouveaux Clients
3558,119,10,2203.7,Janet Lee,janet.lee@email.com,2,2,3,223,7,Clients à Risque
3559,49,17,3173.87,Jeremy Lonsdale,jeremy.lonsdale@email.com,4,4,4,444,12,Clients Fidèles
3560,21,33,9576.359999999999,John Lee,john.lee@email.com,5,5,5,555,15,Champions
3561,614,11,2725.25,John Lucas,john.lucas@email.com,1,3,4,134,8,Clients Perdus
3562,37,19,3159.11,Janet Martin,janet.martin@email.com,4,5,4,454,13,Champions
3563,37,13,1804.14,Janet Molinari,janet.molinari@email.com,4,3,3,433,10,Clients Fidèles
3564,102,10,1733.45,Jessica Myrick,jessica.myrick@email.com,3,2,3,323,8,Clients Potentiels
3565,0,7,303.94,Jill Matthias,jill.matthias@email.com,5,1,1,511,7,Nouveaux Clients
3566,8,12,864.95,Jim Mitchum,jim.mitchum@email.com,5,3,1,531,9,Clients Fidèles
3567,109,13,7625.070000000001,John Murray,john.murray@email.com,2,3,5,235,10,Clients Perdus
3568,57,19,2833.92,Justin MacKendrick,justin.mackendrick@email.com,3,5,4,354,12,Clients Potentiels
3569,57,13,3254.95,Jack O'Briant,jack.o'briant@email.com,3,3,4,334,10,Clients Potentiels
3570,92,11,1934.27,Jas O'Carroll,jas.o'carroll@email.com,3,3,3,333,9,Clients Potentiels
3571,215,11,1090.85,Jesus Ocampo,jesus.ocampo@email.com,2,3,2,232,7,Clients Perdus
3572,37,15,1669.1299999999999,Jennifer Patt,jennifer.patt@email.com,4,4,2,442,10,Clients Fidèles
3573,8,16,3635.59,Jeremy Pistek,jeremy.pistek@email.com,5,4,4,544,13,Champions
3574,102,13,1707.71,Julie Prescott,julie.prescott@email.com,3,3,3,333,9,Clients Potentiels
3575,593,3,1156.6599999999999,Jim Radford,jim.radford@email.com,1,1,2,112,4,Clients à Risque
3576,68,1,863.88,Jocasta Rupert,jocasta.rupert@email.com,3,1,1,311,5,Autres
3577,33,10,2201.69,Justin Ritter,justin.ritter@email.com,4,2,3,423,9,Clients Potentiels
3578,119,8,1417.65,Jill Stevenson,jill.stevenson@email.com,2,2,2,222,6,Clients à Risque
3579,42,9,990.2,Jim Sink,jim.sink@email.com,4,2,2,422,8,Nouveaux Clients
3580,534,9,3868.0099999999998,John Stevenson,john.stevenson@email.com,1,2,4,124,7,Clients à Risque
3581,463,8,469.16,Joni Sundaresam,joni.sundaresam@email.com,1,2,1,121,4,Clients à Risque
3582,28,18,2516.49,Joy Smith,joy.smith@email.com,4,5,3,453,12,Clients Fidèles
3583,42,14,7721.71,Jane Waco,jane.waco@email.com,4,4,5,445,13,Champions
3584,5,10,1049.24,Joni Wasserman,joni.wasserman@email.com,5,2,2,522,9,Nouveaux Clients
3585,461,7,1428.73,Julia West,julia.west@email.com,1,1,2,112,4,Clients à Risque
3586,36,11,1519.51,Kelly Andreada,kelly.andreada@email.com,4,3,2,432,9,Clients Fidèles
3587,4,10,3152.61,Karen Bern,karen.bern@email.com,5,2,4,524,11,Clients Potentiels
3588,296,22,1569.45,Karl Braun,karl.braun@email.com,1,5,2,152,8,Clients Perdus
3589,117,9,908.8199999999999,Katrina Bavinger,katrina.bavinger@email.com,2,2,1,221,5,Clients à Risque
3590,230,23,2744.7400000000002,Ken Black,ken.black@email.com,1,5,4,154,10,Clients Perdus
3591,1,9,983.9300000000001,Ken Brennan,ken.brennan@email.com,5,2,2,522,9,Nouveaux Clients
3592,407,10,2120.95,Karen Carlisle,karen.carlisle@email.com,1,3,3,133,7,Clients Perdus
3593,97,5,3908.27,Kelly Collister,kelly.collister@email.com,3,1,4,314,8,Clients Potentiels
3594,57,7,1146.05,Kimberly Carter,kimberly.carter@email.com,3,2,2,322,7,Autres
3595,484,16,8282.36,Karen Daniels,karen.daniels@email.com,1,4,5,145,10,Clients Perdus
3596,41,10,1888.96,Katherine Ducich,katherine.ducich@email.com,4,3,3,433,10,Clients Fidèles
3597,112,28,8181.24,Keith Dawkins,keith.dawkins@email.com,2,5,5,255,12,Clients Perdus
3598,289,7,907.16,Ken Dana,ken.dana@email.com,1,2,1,121,4,Clients à Risque
3599,26,12,1453.28,Katrina Edelman,katrina.edelman@email.com,5,3,2,532,10,Clients Fidèles
3600,97,18,10604.26,Karen Ferguson,karen.ferguson@email.com,3,5,5,355,13,Champions
3601,40,18,3312.8700000000003,Katharine Harms,katharine.harms@email.com,4,5,4,454,13,Champions
3602,1,14,3100.5999999999995,Katherine Hughes,katherine.hughes@email.com,5,4,4,544,13,Champions
3603,22,20,5229.7,Keith Herrera,keith.herrera@email.com,5,5,5,555,15,Champions
3604,58,17,3918.96,Ken Heidel,ken.heidel@email.com,3,4,4,344,11,Clients Potentiels
3605,2,15,5990.79,Kristen Hastings,kristen.hastings@email.com,5,4,5,545,14,Champions
3606,16,22,5016.47,Kelly Lampkin,kelly.lampkin@email.com,5,5,5,555,15,Champions
3607,47,29,14175.23,Ken Lonsdale,ken.lonsdale@email.com,4,5,5,455,14,Champions
3608,14,19,2260.95,Kalyca Meade,kalyca.meade@email.com,5,5,3,553,13,Champions
3609,56,20,5620.18,Katherine Murray,katherine.murray@email.com,3,5,5,355,13,Champions
3610,15,9,453.54,Khloe Miller,khloe.miller@email.com,5,2,1,521,8,Nouveaux Clients
3611,28,28,4909.47,Kunst Miller,kunst.miller@email.com,4,5,5,455,14,Champions
3612,19,15,2224.1,Katherine Nockton,katherine.nockton@email.com,5,4,3,543,12,Clients Fidèles
3613,52,8,2171.97,Kean Nguyen,kean.nguyen@email.com,4,2,3,423,9,Clients Potentiels
3614,98,12,2003.01,Kristina Nunn,kristina.nunn@email.com,3,3,3,333,9,Clients Potentiels
3615,295,4,88.47,Karen Seio,karen.seio@email.com,1,1,1,111,3,Clients à Risque
3616,391,14,3057.1,Kean Takahito,kean.takahito@email.com,1,4,4,144,9,Clients Perdus
3617,100,13,4642.1,Kean Thornton,kean.thornton@email.com,3,3,5,335,11,Clients Potentiels
3618,96,10,4416.52,Katrina Willman,katrina.willman@email.com,3,3,5,335,11,Clients Potentiels
3619,770,5,449.1,Kelly Williams,kelly.williams@email.com,1,1,1,111,3,Clients à Risque
3620,154,26,8673.23,Laura Armstrong,laura.armstrong@email.com,2,5,5,255,12,Clients Perdus
3621,48,3,50.19,Larry Blacks,larry.blacks@email.com,4,1,1,411,6,Nouveaux Clients
3622,152,24,4985.68,Laurel Beltran,laurel.beltran@email.com,2,5,5,255,12,Clients Perdus
3623,27,30,2580.71,Lena Cacioppo,lena.cacioppo@email.com,4,5,3,453,12,Clients Fidèles
3624,16,23,7663.13,Lena Creighton,lena.creighton@email.com,5,5,5,555,15,Champions
3625,41,14,4492.9400000000005,Linda Cazamias,linda.cazamias@email.com,4,4,5,445,13,Champions
3626,436,7,3246.63,Lindsay Castell,lindsay.castell@email.com,1,2,4,124,7,Clients à Risque
3627,54,9,2095.06,Liz Carlisle,liz.carlisle@email.com,3,2,3,323,8,Clients Potentiels
3628,13,19,2633.57,Logan Currie,logan.currie@email.com,5,5,3,553,13,Champions
3629,552,1,5.3,Lela Donovan,lela.donovan@email.com,1,1,1,111,3,Clients à Risque
3630,414,7,1961.9299999999998,Lisa DeCherney,lisa.decherney@email.com,1,2,3,123,6,Clients à Risque
3631,21,9,1469.45,Laurel Elliston,laurel.elliston@email.com,5,2,2,522,9,Nouveaux Clients
3632,22,16,3930.52,Luke Foster,luke.foster@email.com,5,4,4,544,13,Champions
3633,151,3,287.43,Larry Hughes,larry.hughes@email.com,2,1,1,211,4,Clients à Risque
3634,21,15,2295.32,Lena Hernandez,lena.hernandez@email.com,5,4,3,543,12,Clients Fidèles
3635,239,6,318.23,Lisa Hazard,lisa.hazard@email.com,1,1,1,111,3,Clients à Risque
3636,385,19,1739.69,Logan Haushalter,logan.haushalter@email.com,1,5,3,153,9,Clients Perdus
3637,249,10,2454.5499999999997,Lauren Leatherbury,lauren.leatherbury@email.com,1,3,3,133,7,Clients Perdus
3638,391,7,1346.78,Liz MacKendrick,liz.mackendrick@email.com,1,2,2,122,5,Clients à Risque
3639,2,9,644.35,Lori Olson,lori.olson@email.com,5,2,1,521,8,Nouveaux Clients
3640,40,9,756.5999999999999,Liz Pelletier,liz.pelletier@email.com,4,2,1,421,7,Nouveaux Clients
3641,9,13,3104.44,Liz Preis,liz.preis@email.com,5,3,4,534,12,Clients Fidèles
3642,26,16,5142.89,Lena Radford,lena.radford@email.com,5,4,5,545,14,Champions
3643,132,12,1879.3000000000002,Lisa Ryan,lisa.ryan@email.com,2,3,3,233,8,Clients Perdus
3644,178,14,2845.27,Linda Southworth,linda.southworth@email.com,2,4,4,244,10,Clients Perdus
3645,20,22,2988.65,Lindsay Shagiari,lindsay.shagiari@email.com,5,5,4,554,14,Champions
3646,96,14,1010.25,Luke Schmidt,luke.schmidt@email.com,3,4,2,342,9,Autres
3647,776,6,368.88,Lycoris Saunders,lycoris.saunders@email.com,1,1,1,111,3,Clients à Risque
3648,34,12,1008.14,Lynn Smith,lynn.smith@email.com,4,3,2,432,9,Clients Fidèles
3649,26,3,329.87,Larry Tron,larry.tron@email.com,5,1,1,511,7,Nouveaux Clients
3650,34,14,2936.26,Liz Thompson,liz.thompson@email.com,4,4,4,444,12,Clients Fidèles
3651,88,15,2238.06,Laurel Workman,laurel.workman@email.com,3,4,3,343,10,Clients Potentiels
3652,33,11,3230.3,Lindsay Williams,lindsay.williams@email.com,4,3,4,434,11,Clients Fidèles
3653,205,5,1259.04,Liz Willingham,liz.willingham@email.com,2,1,2,212,5,Clients à Risque
3654,21,15,5420.5199999999995,Luke Weiss,luke.weiss@email.com,5,4,5,545,14,Champions
3655,64,34,4299.16,Matt Abelman,matt.abelman@email.com,3,5,5,355,13,Champions
3656,186,12,2453.29,Michelle Arnett,michelle.arnett@email.com,2,3,3,233,8,Clients Perdus
3657,48,19,1548.71,Maria Bertelson,maria.bertelson@email.com,4,5,2,452,11,Clients Fidèles
3658,44,10,1428.24,Mick Brown,mick.brown@email.com,4,3,2,432,9,Clients Fidèles
3659,76,13,2725.98,Marc Crier,marc.crier@email.com,3,3,4,334,10,Clients Potentiels
3660,399,10,4432.14,Mark Cousins,mark.cousins@email.com,1,3,5,135,9,Clients Perdus
3661,27,11,1303.89,Matt Collins,matt.collins@email.com,4,3,2,432,9,Clients Fidèles
3662,51,17,2426.0699999999997,Matt Collister,matt.collister@email.com,4,4,3,443,11,Clients Fidèles
3663,112,18,2258.2,Matt Connell,matt.connell@email.com,2,5,3,253,10,Clients Perdus
3664,189,8,795.15,Matthew Clasen,matthew.clasen@email.com,2,2,1,221,5,Clients à Risque
3665,1,14,3805.71,Michael Chen,michael.chen@email.com,5,4,4,544,13,Champions
3666,41,19,2218.99,Mick Crebagga,mick.crebagga@email.com,4,5,3,453,12,Clients Fidèles
3667,369,11,1581.99,Mike Caudle,mike.caudle@email.com,1,3,2,132,6,Clients Perdus
3668,117,15,2716.43,Maribeth Dona,maribeth.dona@email.com,2,4,4,244,10,Clients Perdus
3669,36,8,1204.91,Michael Dominguez,michael.dominguez@email.com,4,2,2,422,8,Nouveaux Clients
3670,42,22,10663.73,Maria Etezadi,maria.etezadi@email.com,4,5,5,455,14,Champions
3671,28,13,1908.45,Max Engle,max.engle@email.com,4,3,3,433,10,Clients Fidèles
3672,92,6,1256.95,Michelle Ellison,michelle.ellison@email.com,3,1,2,312,6,Autres
3673,421,8,937.0500000000001,Maureen Fritzler,maureen.fritzler@email.com,1,2,2,122,5,Clients à Risque
3674,7,12,1758.3,Monica Federle,monica.federle@email.com,5,3,3,533,11,Clients Fidèles
3675,29,14,3785.28,Matthew Grinstein,matthew.grinstein@email.com,4,4,4,444,12,Clients Fidèles
3676,92,10,2350.2,Maureen Gastineau,maureen.gastineau@email.com,3,3,3,333,9,Clients Potentiels
3677,555,7,1342.29,Maureen Gnade,maureen.gnade@email.com,1,2,2,122,5,Clients à Risque
3678,116,7,1242.84,Michael Grace,michael.grace@email.com,2,2,2,222,6,Clients à Risque
3679,99,13,776.39,Michael Granlund,michael.granlund@email.com,3,3,1,331,7,Autres
3680,84,8,3061.54,Mike Gockenbach,mike.gockenbach@email.com,3,2,4,324,9,Clients Potentiels
3681,264,2,16.740000000000002,Mitch Gastineau,mitch.gastineau@email.com,1,1,1,111,3,Clients à Risque
3682,294,10,1691.5,Marc Harrigan,marc.harrigan@email.com,1,3,2,132,6,Clients Perdus
3683,376,9,400.02,Mark Haberlin,mark.haberlin@email.com,1,2,1,121,4,Clients à Risque
3684,170,9,2146.69,Mark Hamilton,mark.hamilton@email.com,2,2,3,223,7,Clients à Risque
3685,155,6,1252.8,Matt Hagelstein,matt.hagelstein@email.com,2,1,2,212,5,Clients à Risque
3686,98,11,2203.78,Maya Herman,maya.herman@email.com,3,3,3,333,9,Clients Potentiels
3687,49,10,2984.95,Michelle Huthwaite,michelle.huthwaite@email.com,4,3,4,434,11,Clients Fidèles
3688,5,22,5503.09,Mick Hernandez,mick.hernandez@email.com,5,5,5,555,15,Champions
3689,22,15,6320.75,Max Jones,max.jones@email.com,5,4,5,545,14,Champions
3690,28,17,2302.36,Michael Kennedy,michael.kennedy@email.com,4,4,3,443,11,Clients Fidèles
3691,240,11,1031.6,Mike Kennedy,mike.kennedy@email.com,1,3,2,132,6,Clients Perdus
3692,69,20,2722.84,Marina Lichtenstein,marina.lichtenstein@email.com,3,5,4,354,12,Clients Potentiels
3693,54,14,2885.27,Maris LaWare,maris.laware@email.com,3,4,4,344,11,Clients Potentiels
3694,29,13,2071.91,Max Ludwig,max.ludwig@email.com,4,3,3,433,10,Clients Fidèles
3695,79,4,742.08,Michelle Lonsdale,michelle.lonsdale@email.com,3,1,1,311,5,Autres
3696,100,3,162.23000000000002,Muhammed Lee,muhammed.lee@email.com,3,1,1,311,5,Autres
3697,168,6,1314.02,Magdelene Morse,magdelene.morse@email.com,2,1,2,212,5,Clients à Risque
3698,7,15,3640.2500000000005,Michael Moore,michael.moore@email.com,5,4,4,544,13,Champions
3699,61,19,2749.87,Michelle Moray,michelle.moray@email.com,3,5,4,354,12,Clients Potentiels
3700,85,12,775.41,Muhammed MacIntyre,muhammed.macintyre@email.com,3,3,1,331,7,Autres
3701,34,10,2477.94,Michael Nguyen,michael.nguyen@email.com,4,3,3,433,10,Clients Fidèles
3702,72,5,922.49,Mary O'Rourke,mary.o'rourke@email.com,3,1,1,311,5,Autres
3703,104,11,1687.03,Meg O'Connel,meg.o'connel@email.com,3,3,2,332,8,Autres
3704,180,4,154.29,Michael Oakman,michael.oakman@email.com,2,1,1,211,4,Clients à Risque
3705,718,12,2945.81,Mark Packer,mark.packer@email.com,1,3,4,134,8,Clients Perdus
3706,72,20,3983.65,Michael Paige,michael.paige@email.com,3,5,4,354,12,Clients Potentiels
3707,16,18,4757.34,Mike Pelletier,mike.pelletier@email.com,5,5,5,555,15,Champions
3708,125,6,639.1800000000001,Mathew Reese,mathew.reese@email.com,2,1,1,211,4,Clients à Risque
3709,273,24,7443.679999999999,Maribeth Schnelling,maribeth.schnelling@email.com,1,5,5,155,11,Clients Perdus
3710,434,7,475.65999999999997,MaryBeth Skach,marybeth.skach@email.com,1,2,1,121,4,Clients à Risque
3711,413,15,1613.39,Maurice Satty,maurice.satty@email.com,1,4,2,142,7,Clients Perdus
3712,121,19,3144.67,Maxwell Schwartz,maxwell.schwartz@email.com,2,5,4,254,11,Clients Perdus
3713,452,5,370.34000000000003,Melanie Seite,melanie.seite@email.com,1,1,1,111,3,Clients à Risque
3714,26,11,855.12,Michael Stewart,michael.stewart@email.com,5,3,1,531,9,Clients Fidèles
3715,49,10,2890.14,Meg Tillman,meg.tillman@email.com,4,3,4,434,11,Clients Fidèles
3716,203,11,1319.44,Michelle Tran,michelle.tran@email.com,2,3,2,232,7,Clients Perdus
3717,27,15,1560.03,Mark Van Huff,mark.van.huff@email.com,4,4,2,442,10,Clients Fidèles
3718,19,11,1734.58,Mike Vittorini,mike.vittorini@email.com,5,3,3,533,11,Clients Fidèles
3719,17,14,5341.900000000001,Mitch Webber,mitch.webber@email.com,5,4,5,545,14,Champions
3720,44,3,5253.88,Mitch Willingham,mitch.willingham@email.com,4,1,5,415,10,Clients Potentiels
3721,29,13,2254.29,Maribeth Yedwab,maribeth.yedwab@email.com,4,4,3,443,11,Clients Fidèles
3722,71,19,3601.88,Muhammed Yedwab,muhammed.yedwab@email.com,3,5,4,354,12,Clients Potentiels
3723,30,6,593.61,Maria Zettner,maria.zettner@email.com,4,1,1,411,6,Nouveaux Clients
3724,282,10,2564.89,Mary Zewe,mary.zewe@email.com,1,3,3,133,7,Clients Perdus
3725,1165,2,273.87,Nicole Brennan,nicole.brennan@email.com,1,1,1,111,3,Clients à Risque
3726,19,17,1972.61,Nona Balk,nona.balk@email.com,5,4,3,543,12,Clients Fidèles
3727,224,17,2461.4100000000003,Nat Carroll,nat.carroll@email.com,2,4,3,243,9,Clients Perdus
3728,41,14,2218.9900000000002,Nathan Cano,nathan.cano@email.com,4,4,3,443,11,Clients Fidèles
3729,6,15,8241.74,Nick Crebassa,nick.crebassa@email.com,5,4,5,545,14,Champions
